"Country","Zone","Product_Category","Customer_Rating","Feedback_Type","Volume_of_Feedback","Date"
"Germany","West","Carbonated Drinks","4","Positive","460","2024-11-27"
"China","South","Water","2","Positive","437","2024-11-27"
"Brazil","North","Juices","1","Negative","217","2024-11-27"
"Germany","East","Juices","1","Positive","237","2024-11-27"
"China","South","Water","4","Negative","276","2024-11-27"
"Germany","North","Juices","1","Positive","128","2024-11-27"
"Germany","East","Carbonated Drinks","5","Negative","258","2024-11-27"
"China","West","Water","5","Negative","313","2024-11-27"
"Brazil","South","Water","4","Negative","247","2024-11-27"
"Germany","West","Juices","2","Negative","273","2024-11-27"
"USA","South","Juices","4","Negative","305","2024-11-27"
"USA","South","Water","5","Negative","148","2024-11-27"
"Brazil","West","Juices","1","Positive","322","2024-11-27"
"Brazil","South","Water","2","Negative","450","2024-11-27"
"USA","South","Juices","1","Negative","202","2024-11-27"
"China","South","Juices","3","Positive","131","2024-11-27"
"Germany","North","Juices","3","Positive","450","2024-11-27"
"Germany","West","Carbonated Drinks","1","Positive","124","2024-11-27"
"India","West","Water","5","Negative","202","2024-11-27"
"Germany","North","Carbonated Drinks","4","Positive","379","2024-11-27"
"Brazil","South","Juices","1","Negative","360","2024-11-28"
"China","North","Water","1","Negative","273","2024-11-28"
"China","South","Juices","2","Negative","308","2024-11-28"
"India","East","Carbonated Drinks","1","Negative","140","2024-11-28"
"India","East","Water","1","Positive","129","2024-11-28"
"India","East","Carbonated Drinks","5","Positive","151","2024-11-28"
"Germany","South","Juices","4","Negative","196","2024-11-28"
"China","East","Juices","5","Negative","147","2024-11-28"
"China","West","Carbonated Drinks","4","Positive","147","2024-11-28"
"China","West","Carbonated Drinks","4","Negative","59","2024-11-28"
"Germany","West","Juices","4","Negative","485","2024-11-28"
"Brazil","South","Carbonated Drinks","3","Positive","394","2024-11-28"
"USA","West","Water","1","Positive","442","2024-11-28"
"USA","South","Juices","1","Positive","161","2024-11-28"
"China","East","Water","1","Positive","435","2024-11-28"
"Brazil","South","Juices","5","Negative","469","2024-11-28"
"USA","North","Carbonated Drinks","1","Negative","192","2024-11-28"
"USA","West","Water","3","Positive","225","2024-11-28"
"Germany","North","Juices","2","Positive","470","2024-11-28"
"India","East","Juices","5","Positive","131","2024-11-28"
"China","West","Carbonated Drinks","2","Negative","132","2024-11-28"
"USA","East","Juices","3","Negative","390","2024-11-28"
"Brazil","East","Juices","3","Positive","281","2024-11-28"
"Brazil","East","Carbonated Drinks","2","Positive","200","2024-11-28"
"USA","South","Water","4","Positive","438","2024-11-29"
"Brazil","West","Juices","2","Negative","161","2024-11-29"
"Germany","West","Carbonated Drinks","2","Negative","158","2024-11-29"
"India","West","Juices","2","Negative","250","2024-11-29"
"China","North","Juices","5","Positive","468","2024-11-29"
"India","North","Juices","5","Positive","281","2024-11-29"
"Brazil","North","Juices","3","Negative","285","2024-11-29"
"USA","South","Juices","4","Negative","140","2024-11-29"
"India","South","Carbonated Drinks","3","Positive","142","2024-11-29"
"Germany","South","Water","1","Positive","491","2024-11-29"
"India","North","Carbonated Drinks","2","Negative","96","2024-11-29"
"Germany","South","Carbonated Drinks","3","Negative","69","2024-11-29"
"India","East","Juices","4","Positive","393","2024-11-29"
"China","North","Juices","5","Negative","435","2024-11-29"
"India","West","Water","4","Negative","381","2024-11-29"
"China","East","Juices","2","Negative","346","2024-11-29"
"China","North","Water","5","Negative","294","2024-11-29"
"Brazil","West","Juices","3","Positive","230","2024-11-29"
"Brazil","North","Water","3","Negative","364","2024-11-29"
"China","North","Carbonated Drinks","2","Positive","418","2024-11-29"
"Brazil","West","Carbonated Drinks","5","Positive","72","2024-11-29"
"India","North","Juices","5","Negative","427","2024-11-29"
"USA","North","Juices","5","Negative","175","2024-11-29"
"Brazil","South","Water","3","Positive","423","2024-11-29"
"Brazil","North","Water","1","Positive","486","2024-11-30"
"Brazil","East","Carbonated Drinks","4","Negative","191","2024-11-30"
"India","West","Water","4","Positive","336","2024-11-30"
"Germany","North","Juices","4","Positive","495","2024-11-30"
"Brazil","East","Juices","1","Positive","443","2024-11-30"
"Germany","West","Carbonated Drinks","5","Positive","243","2024-11-30"
"Brazil","North","Juices","5","Negative","72","2024-11-30"
"India","East","Carbonated Drinks","3","Negative","199","2024-11-30"
"Brazil","North","Carbonated Drinks","4","Positive","457","2024-11-30"
"India","East","Water","4","Negative","227","2024-11-30"
"Germany","East","Juices","1","Negative","373","2024-11-30"
"India","North","Water","3","Positive","404","2024-11-30"
"India","West","Juices","2","Positive","94","2024-11-30"
"Brazil","West","Juices","2","Positive","190","2024-11-30"
"India","East","Juices","1","Positive","394","2024-11-30"
"India","North","Water","3","Positive","422","2024-11-30"
"Brazil","East","Water","2","Positive","480","2024-11-30"
"USA","North","Juices","3","Positive","155","2024-11-30"
"Germany","South","Carbonated Drinks","2","Negative","67","2024-11-30"
"Germany","South","Juices","4","Negative","306","2024-11-30"
"India","West","Juices","4","Negative","235","2024-11-30"
"Germany","East","Carbonated Drinks","5","Negative","151","2024-11-30"
"USA","East","Carbonated Drinks","5","Positive","185","2024-11-30"
"Germany","South","Water","2","Negative","50","2024-11-30"
"Germany","South","Water","4","Positive","108","2024-12-01"
"USA","East","Juices","5","Positive","114","2024-12-01"
"China","South","Water","3","Negative","130","2024-12-01"
"Germany","West","Juices","5","Negative","432","2024-12-01"
"India","South","Water","4","Negative","146","2024-12-01"
"Brazil","North","Water","3","Positive","255","2024-12-01"
"India","East","Carbonated Drinks","3","Negative","265","2024-12-01"
"India","North","Juices","5","Positive","199","2024-12-01"
"Brazil","South","Juices","1","Negative","183","2024-12-01"
"India","West","Carbonated Drinks","3","Negative","181","2024-12-01"
"China","North","Juices","1","Positive","475","2024-12-01"
"China","East","Carbonated Drinks","4","Positive","352","2024-12-01"
"USA","South","Carbonated Drinks","2","Positive","157","2024-12-01"
"USA","East","Carbonated Drinks","2","Negative","418","2024-12-01"
"China","South","Juices","5","Negative","67","2024-12-01"
"Brazil","South","Water","3","Negative","154","2024-12-01"
"USA","East","Water","4","Negative","394","2024-12-01"
"Brazil","West","Juices","4","Positive","486","2024-12-01"
"India","East","Juices","4","Negative","287","2024-12-01"
"India","West","Carbonated Drinks","5","Negative","133","2024-12-01"
"China","North","Water","2","Positive","100","2024-12-01"
"India","North","Carbonated Drinks","4","Negative","351","2024-12-01"
"Germany","South","Carbonated Drinks","4","Positive","351","2024-12-01"
"USA","North","Juices","3","Positive","189","2024-12-01"
"China","North","Juices","4","Positive","401","2024-12-02"
"Brazil","South","Water","3","Negative","170","2024-12-02"
"Germany","East","Juices","4","Positive","214","2024-12-02"
"Brazil","West","Juices","2","Negative","72","2024-12-02"
"China","East","Carbonated Drinks","1","Negative","395","2024-12-02"
"China","East","Juices","2","Positive","147","2024-12-02"
"USA","West","Juices","3","Negative","305","2024-12-02"
"USA","North","Water","3","Positive","86","2024-12-02"
"Germany","South","Carbonated Drinks","1","Negative","135","2024-12-02"
"USA","South","Juices","5","Negative","293","2024-12-02"
"China","East","Carbonated Drinks","2","Negative","313","2024-12-02"
"USA","South","Carbonated Drinks","2","Negative","236","2024-12-02"
"India","North","Carbonated Drinks","4","Negative","291","2024-12-02"
"India","North","Carbonated Drinks","2","Positive","430","2024-12-02"
"Germany","North","Carbonated Drinks","1","Positive","180","2024-12-02"
"Brazil","West","Carbonated Drinks","5","Positive","249","2024-12-02"
"USA","South","Carbonated Drinks","5","Negative","51","2024-12-02"
"Germany","South","Juices","3","Negative","330","2024-12-02"
"China","West","Juices","3","Positive","358","2024-12-02"
"Germany","South","Carbonated Drinks","4","Positive","493","2024-12-02"
"Brazil","West","Water","1","Positive","323","2024-12-02"
"Brazil","North","Water","5","Negative","80","2024-12-02"
"USA","North","Carbonated Drinks","5","Negative","315","2024-12-02"
"India","South","Juices","5","Negative","78","2024-12-02"
"Brazil","South","Carbonated Drinks","4","Positive","495","2024-12-03"
"China","East","Carbonated Drinks","5","Negative","192","2024-12-03"
"Germany","West","Juices","2","Negative","458","2024-12-03"
"Brazil","East","Juices","1","Positive","404","2024-12-03"
"India","North","Water","2","Negative","201","2024-12-03"
"Brazil","South","Water","3","Negative","125","2024-12-03"
"Germany","West","Juices","3","Negative","304","2024-12-03"
"Germany","West","Water","5","Negative","412","2024-12-03"
"India","East","Juices","3","Positive","179","2024-12-03"
"China","West","Water","5","Positive","148","2024-12-03"
"India","East","Juices","5","Positive","433","2024-12-03"
"India","North","Carbonated Drinks","2","Positive","408","2024-12-03"
"Germany","South","Water","2","Negative","100","2024-12-03"
"China","North","Water","4","Negative","290","2024-12-03"
"Brazil","South","Juices","3","Positive","426","2024-12-03"
"USA","West","Water","1","Positive","330","2024-12-03"
"Germany","North","Water","2","Positive","165","2024-12-03"
"India","East","Juices","4","Negative","290","2024-12-03"
"India","South","Water","3","Negative","268","2024-12-03"
"Germany","North","Water","1","Negative","86","2024-12-03"
"India","South","Juices","4","Negative","410","2024-12-03"
"USA","South","Carbonated Drinks","2","Negative","144","2024-12-03"
"Brazil","East","Carbonated Drinks","5","Positive","383","2024-12-03"
"China","South","Carbonated Drinks","4","Positive","113","2024-12-03"
"USA","South","Juices","2","Negative","471","2024-12-04"
"USA","South","Water","5","Negative","94","2024-12-04"
"Germany","North","Carbonated Drinks","4","Positive","471","2024-12-04"
"Brazil","North","Juices","4","Positive","198","2024-12-04"
"Brazil","South","Juices","3","Positive","462","2024-12-04"
"Germany","North","Carbonated Drinks","1","Negative","239","2024-12-04"
"China","West","Carbonated Drinks","4","Negative","216","2024-12-04"
"Brazil","South","Juices","1","Positive","282","2024-12-04"
"Germany","South","Water","1","Negative","104","2024-12-04"
"India","East","Water","3","Positive","425","2024-12-04"
"USA","West","Juices","5","Positive","250","2024-12-04"
"Germany","North","Water","4","Negative","207","2024-12-04"
"USA","South","Juices","1","Negative","330","2024-12-04"
"Germany","North","Water","2","Negative","389","2024-12-04"
"China","East","Juices","1","Negative","59","2024-12-04"
"India","North","Water","4","Negative","83","2024-12-04"
"China","West","Carbonated Drinks","4","Positive","346","2024-12-04"
"Brazil","North","Carbonated Drinks","2","Positive","200","2024-12-04"
"India","West","Water","1","Negative","95","2024-12-04"
"USA","West","Juices","2","Negative","206","2024-12-04"
"Germany","West","Carbonated Drinks","2","Negative","85","2024-12-04"
"India","West","Water","4","Negative","405","2024-12-04"
"China","South","Carbonated Drinks","1","Positive","341","2024-12-04"
"Germany","South","Juices","3","Positive","213","2024-12-04"
"Brazil","East","Juices","2","Negative","226","2024-12-05"
"Brazil","South","Juices","2","Positive","176","2024-12-05"
"USA","East","Carbonated Drinks","5","Positive","484","2024-12-05"
"India","West","Carbonated Drinks","2","Positive","211","2024-12-05"
"India","North","Carbonated Drinks","5","Positive","361","2024-12-05"
"India","South","Carbonated Drinks","2","Negative","459","2024-12-05"
"Brazil","North","Juices","5","Negative","468","2024-12-05"
"Brazil","North","Juices","1","Positive","63","2024-12-05"
"USA","South","Water","4","Positive","212","2024-12-05"
"Brazil","East","Carbonated Drinks","1","Positive","104","2024-12-05"
"USA","East","Carbonated Drinks","1","Negative","51","2024-12-05"
"USA","South","Water","1","Negative","77","2024-12-05"
"USA","North","Carbonated Drinks","2","Negative","358","2024-12-05"
"China","South","Carbonated Drinks","3","Negative","269","2024-12-05"
"China","North","Juices","1","Negative","344","2024-12-05"
"India","North","Water","1","Negative","240","2024-12-05"
"Brazil","West","Juices","4","Negative","207","2024-12-05"
"Germany","East","Carbonated Drinks","2","Positive","113","2024-12-05"
"USA","East","Carbonated Drinks","5","Negative","145","2024-12-05"
"China","South","Water","1","Negative","257","2024-12-05"
"China","West","Water","5","Negative","354","2024-12-05"
"India","East","Carbonated Drinks","2","Positive","493","2024-12-05"
"China","East","Carbonated Drinks","2","Negative","218","2024-12-05"
"Brazil","East","Water","1","Positive","302","2024-12-05"
"Germany","South","Juices","3","Negative","264","2024-12-06"
"India","North","Carbonated Drinks","5","Negative","182","2024-12-06"
"USA","East","Carbonated Drinks","2","Negative","252","2024-12-06"
"India","West","Water","3","Negative","225","2024-12-06"
"India","South","Juices","1","Negative","147","2024-12-06"
"Germany","West","Carbonated Drinks","2","Positive","331","2024-12-06"
"China","North","Carbonated Drinks","1","Negative","406","2024-12-06"
"India","West","Juices","1","Positive","272","2024-12-06"
"USA","East","Carbonated Drinks","2","Positive","197","2024-12-06"
"India","North","Carbonated Drinks","5","Positive","166","2024-12-06"
"India","South","Water","3","Positive","371","2024-12-06"
"Brazil","South","Juices","2","Negative","179","2024-12-06"
"China","South","Juices","5","Negative","80","2024-12-06"
"USA","North","Juices","1","Positive","299","2024-12-06"
"USA","South","Juices","3","Positive","455","2024-12-06"
