"Country","Zone","Product_ID","Product_Category","Units_Sold","Revenue","Cost_of_Goods_Sold","Date"
"Germany","South","P68","Carbonated Drinks","795","4079.17","1899.35","2024-10-25"
"Brazil","South","P17","Water","398","1237.01","788.37","2024-10-26"
"USA","West","P10","Juices","594","3584.68","2396.68","2024-10-26"
"USA","South","P70","Juices","240","1156.34","1268.44","2024-10-26"
"India","East","P65","Water","938","2640.23","529.25","2024-10-26"
"USA","North","P17","Juices","715","4198.95","939.48","2024-10-26"
"China","East","P89","Water","904","1768.4","2877.54","2024-10-26"
"China","South","P8","Juices","886","3362.86","2776.34","2024-10-26"
"Brazil","South","P16","Water","550","3869.71","2538.62","2024-10-26"
"China","South","P10","Water","224","2273.03","2601.48","2024-10-26"
"Germany","West","P14","Juices","376","1947.39","937.97","2024-10-26"
"Germany","North","P36","Carbonated Drinks","345","1510.86","1528.13","2024-10-26"
"USA","East","P9","Juices","324","2967.25","2881.91","2024-10-26"
"Brazil","South","P90","Water","907","2459.67","798.94","2024-10-26"
"Brazil","North","P58","Water","532","4568.01","2632.64","2024-10-26"
"Germany","West","P61","Water","337","1499.79","1347.18","2024-10-26"
"Brazil","West","P76","Juices","681","3317.89","2559.52","2024-10-26"
"Germany","West","P27","Water","494","4432.43","777.63","2024-10-26"
"India","East","P98","Juices","416","1246.97","1575.25","2024-10-26"
"Germany","East","P10","Water","914","4210.51","2790.19","2024-10-26"
"India","East","P36","Carbonated Drinks","308","4491.88","2360.61","2024-10-26"
"Germany","South","P61","Juices","590","2270.74","2634.32","2024-10-26"
"India","North","P80","Juices","313","3433.29","1809.14","2024-10-26"
"India","West","P42","Carbonated Drinks","815","3577.11","2186.56","2024-10-26"
"China","South","P57","Water","292","3069.14","2487.94","2024-10-26"
"China","South","P11","Water","606","3567.8","781.46","2024-10-27"
"USA","South","P31","Water","820","4777.23","1974.96","2024-10-27"
"China","North","P10","Juices","820","3188.28","2475.63","2024-10-27"
"India","West","P13","Carbonated Drinks","403","1316.41","2318.37","2024-10-27"
"Brazil","North","P98","Carbonated Drinks","584","1419.36","2303.89","2024-10-27"
"China","East","P58","Water","595","2594.6","2531.8","2024-10-27"
"India","North","P65","Juices","569","3035.07","1432.3","2024-10-27"
"Germany","West","P20","Carbonated Drinks","874","2995.65","2593.39","2024-10-27"
"India","East","P3","Carbonated Drinks","513","1473.55","638.16","2024-10-27"
"India","West","P6","Juices","565","3175.01","2516.93","2024-10-27"
"India","East","P73","Juices","718","2172.17","1676.65","2024-10-27"
"USA","North","P89","Water","423","1473.27","731.13","2024-10-27"
"China","East","P83","Water","238","1472.06","2151.51","2024-10-27"
"Germany","South","P38","Carbonated Drinks","847","2235.88","2243.73","2024-10-27"
"Germany","East","P2","Juices","124","3597.96","814.65","2024-10-27"
"USA","North","P57","Carbonated Drinks","921","4055.39","2742.89","2024-10-27"
"USA","South","P15","Juices","531","1553.32","1701.83","2024-10-27"
"China","East","P67","Carbonated Drinks","301","2225.09","2503.05","2024-10-27"
"USA","West","P7","Water","589","3289.32","2214.51","2024-10-27"
"China","East","P90","Water","764","1404.2","1175.44","2024-10-27"
"Germany","North","P46","Juices","865","1896.26","1184.16","2024-10-27"
"China","South","P14","Juices","869","1339.34","2262.32","2024-10-27"
"India","East","P78","Juices","151","3587.26","1300.18","2024-10-27"
"India","North","P32","Carbonated Drinks","923","1563.44","2212.15","2024-10-27"
"China","North","P86","Carbonated Drinks","805","1660.95","2353.38","2024-10-28"
"USA","North","P43","Juices","352","3847.35","2363.9","2024-10-28"
"Germany","East","P95","Juices","669","4427.24","1460.72","2024-10-28"
"China","South","P56","Water","649","4470.92","755.52","2024-10-28"
"Brazil","South","P30","Juices","221","2888.01","587.84","2024-10-28"
"China","North","P77","Juices","455","1931.7","2189.41","2024-10-28"
"Brazil","East","P6","Carbonated Drinks","629","1616.65","2975.81","2024-10-28"
"USA","North","P83","Carbonated Drinks","802","1208.71","2665.23","2024-10-28"
"Germany","East","P20","Water","821","1673.02","1315.94","2024-10-28"
"China","South","P29","Juices","657","1512.29","2524.27","2024-10-28"
"Brazil","North","P21","Carbonated Drinks","325","3087.69","1108.03","2024-10-28"
"India","West","P6","Water","183","3680.47","2731.33","2024-10-28"
"Germany","North","P5","Juices","221","4779.01","1279.24","2024-10-28"
"USA","North","P8","Water","230","3795.15","2279.73","2024-10-28"
"India","West","P10","Juices","420","2003.99","2813.27","2024-10-28"
"USA","East","P83","Juices","878","2643.68","828.84","2024-10-28"
"Brazil","South","P71","Carbonated Drinks","334","4216.12","1692.76","2024-10-28"
"Brazil","South","P84","Juices","630","3373.66","2153.94","2024-10-28"
"Brazil","West","P59","Water","441","4571.66","1192.03","2024-10-28"
"Brazil","East","P44","Juices","764","2575.78","1865.22","2024-10-28"
"USA","West","P11","Water","324","4380.51","2412.56","2024-10-28"
"India","North","P63","Water","569","1734.2","1120.12","2024-10-28"
"USA","West","P4","Water","606","3121.04","2513.89","2024-10-28"
"India","East","P97","Carbonated Drinks","653","3077.55","2404.88","2024-10-28"
"USA","South","P19","Carbonated Drinks","296","2096.76","2348.74","2024-10-29"
"Brazil","West","P48","Carbonated Drinks","385","1453.82","717.31","2024-10-29"
"Brazil","East","P84","Carbonated Drinks","436","2100.4","716.35","2024-10-29"
"India","South","P27","Water","988","1662.96","2930.21","2024-10-29"
"Brazil","South","P83","Water","766","1641.17","506.24","2024-10-29"
"Germany","South","P39","Carbonated Drinks","557","2131","2947.24","2024-10-29"
"Germany","West","P25","Juices","636","3813.2","2503.51","2024-10-29"
"India","West","P20","Water","956","4453.52","1439.94","2024-10-29"
"India","West","P24","Water","777","3220.43","717.87","2024-10-29"
"India","East","P45","Water","506","1356.66","2281.79","2024-10-29"
"Germany","South","P34","Water","293","1796.99","1246.69","2024-10-29"
"China","North","P16","Water","862","3200.26","714.66","2024-10-29"
"China","East","P27","Carbonated Drinks","537","3223.14","1162.84","2024-10-29"
"China","East","P81","Juices","703","2628.58","2026.64","2024-10-29"
"Brazil","West","P17","Juices","124","2415.1","2484.62","2024-10-29"
"USA","South","P16","Carbonated Drinks","109","1070.32","1160.19","2024-10-29"
"Germany","North","P72","Water","312","2787.85","1039.74","2024-10-29"
"Germany","West","P46","Carbonated Drinks","743","2243.55","2229.51","2024-10-29"
"India","West","P9","Carbonated Drinks","815","3970.75","1534.27","2024-10-29"
"India","West","P3","Carbonated Drinks","372","1566.58","1931.42","2024-10-29"
"China","South","P81","Carbonated Drinks","669","4854.03","979.58","2024-10-29"
"Germany","South","P80","Juices","684","2391.85","2487.4","2024-10-29"
"China","South","P48","Water","647","4620.69","1218.24","2024-10-29"
"India","North","P86","Water","912","3775.03","2987.15","2024-10-29"
"China","North","P67","Water","301","2011.84","1462.33","2024-10-30"
"India","North","P97","Water","219","4153.84","2108.81","2024-10-30"
"Brazil","East","P69","Water","571","2199.73","2217.02","2024-10-30"
"USA","East","P15","Juices","245","3911.41","543.99","2024-10-30"
"Brazil","North","P12","Water","633","4229.32","2705.6","2024-10-30"
"India","South","P67","Carbonated Drinks","534","4268.22","1973.44","2024-10-30"
"India","North","P24","Juices","803","3684.26","1425.54","2024-10-30"
"Brazil","West","P33","Carbonated Drinks","251","1009.64","682.9","2024-10-30"
"Brazil","East","P79","Water","516","1885.65","2980.16","2024-10-30"
"India","North","P26","Water","869","2832.36","885.88","2024-10-30"
"Germany","West","P70","Water","234","2566.01","1987.58","2024-10-30"
"India","North","P71","Water","750","2800.69","1163.59","2024-10-30"
"India","North","P9","Carbonated Drinks","235","2329.37","1407.99","2024-10-30"
"China","South","P55","Carbonated Drinks","670","4862.76","2431.14","2024-10-30"
"China","South","P39","Carbonated Drinks","217","2305.72","880.09","2024-10-30"
"Germany","South","P87","Carbonated Drinks","638","4613.15","569.26","2024-10-30"
"India","West","P66","Carbonated Drinks","699","2721.04","1122.81","2024-10-30"
"Germany","East","P59","Juices","882","4278.07","770.6","2024-10-30"
"Brazil","South","P30","Water","338","2437.11","2882.7","2024-10-30"
"Brazil","South","P37","Carbonated Drinks","300","1355.39","1757.08","2024-10-30"
"Germany","West","P70","Water","375","3979.9","1574.15","2024-10-30"
"Germany","North","P54","Carbonated Drinks","376","3116.8","1926.58","2024-10-30"
"India","West","P8","Water","962","1471.2","595.19","2024-10-30"
"Germany","West","P90","Carbonated Drinks","240","4523.35","1263.91","2024-10-30"
"Germany","North","P11","Carbonated Drinks","632","2498.02","1976.46","2024-10-31"
"Brazil","North","P44","Water","535","1373.97","2161.37","2024-10-31"
"USA","North","P48","Carbonated Drinks","874","4684.86","1282.13","2024-10-31"
"USA","East","P28","Juices","618","3261.56","2595.37","2024-10-31"
"USA","North","P67","Carbonated Drinks","509","2682.25","1893.69","2024-10-31"
"USA","West","P45","Water","595","2244.52","810","2024-10-31"
"India","West","P62","Water","971","4804.44","1808.84","2024-10-31"
"USA","West","P20","Water","811","1084.04","2267.96","2024-10-31"
"Brazil","West","P96","Juices","498","2978.73","2084.07","2024-10-31"
"India","West","P76","Water","552","3283.45","2245.96","2024-10-31"
"Germany","South","P72","Water","572","3166.31","655.55","2024-10-31"
"China","South","P62","Carbonated Drinks","394","2655.79","1096.46","2024-10-31"
"USA","North","P57","Carbonated Drinks","469","4705.13","2073.3","2024-10-31"
"Germany","West","P99","Water","284","3197.46","2177.23","2024-10-31"
"China","North","P36","Carbonated Drinks","223","3009.15","1079.07","2024-10-31"
"China","East","P2","Carbonated Drinks","347","4159.51","1092.43","2024-10-31"
"Brazil","West","P78","Water","654","2860.3","1584.06","2024-10-31"
"Brazil","South","P6","Juices","145","1097.54","1168.63","2024-10-31"
"Germany","West","P29","Carbonated Drinks","346","4536.83","1644.27","2024-10-31"
"USA","South","P95","Water","664","3190.56","1394.74","2024-10-31"
"Germany","South","P58","Water","571","1881.39","2805.71","2024-10-31"
"China","East","P8","Juices","596","1170.51","1243.42","2024-10-31"
"Brazil","East","P100","Water","858","3966.81","2780.95","2024-10-31"
"Germany","East","P100","Juices","686","4344.03","510.38","2024-10-31"
"USA","North","P89","Water","803","4623.93","2430.79","2024-11-01"
"China","West","P34","Carbonated Drinks","510","2016.31","1184.43","2024-11-01"
"USA","South","P61","Carbonated Drinks","733","3891.01","1822.85","2024-11-01"
"Brazil","North","P10","Carbonated Drinks","539","4251.39","2338.76","2024-11-01"
"Germany","West","P52","Juices","666","3357.47","2851.1","2024-11-01"
"USA","West","P45","Water","642","4595.24","2635.49","2024-11-01"
"Brazil","East","P37","Carbonated Drinks","356","4710.2","1488.65","2024-11-01"
"India","North","P93","Carbonated Drinks","791","1307.07","2792.59","2024-11-01"
"India","West","P14","Juices","702","1062.6","2128.24","2024-11-01"
"USA","East","P33","Water","759","1011.89","787.12","2024-11-01"
"India","West","P12","Juices","968","3097.07","813.09","2024-11-01"
"Brazil","North","P24","Juices","132","1534.36","1598.79","2024-11-01"
"Brazil","East","P74","Water","331","2328.34","911.32","2024-11-01"
"USA","South","P46","Juices","864","2391.03","2838.21","2024-11-01"
"USA","West","P3","Juices","986","2135.46","1171.17","2024-11-01"
"USA","East","P18","Juices","543","2446.2","2059.65","2024-11-01"
"China","West","P63","Water","275","1650.97","1067.87","2024-11-01"
"Brazil","South","P82","Water","194","2503.51","1383.21","2024-11-01"
"China","South","P54","Carbonated Drinks","748","2504.7","1165.23","2024-11-01"
"Germany","South","P24","Water","495","2804.05","2704.75","2024-11-01"
"China","North","P6","Water","399","3806.72","2802.45","2024-11-01"
"China","East","P40","Juices","847","1518.24","915.5","2024-11-01"
"China","South","P75","Carbonated Drinks","480","3960.32","1439.29","2024-11-01"
"India","West","P82","Carbonated Drinks","357","1368.07","1533.14","2024-11-01"
"Brazil","North","P94","Carbonated Drinks","146","1171.01","604.43","2024-11-02"
"USA","North","P67","Carbonated Drinks","631","3913.58","1684.78","2024-11-02"
"USA","South","P48","Carbonated Drinks","925","1018.19","1614.68","2024-11-02"
"India","South","P18","Juices","905","1658.17","1906.09","2024-11-02"
"USA","West","P2","Juices","130","3857.56","1014.29","2024-11-02"
"Brazil","South","P66","Water","555","2638.51","1240.31","2024-11-02"
"Brazil","East","P23","Juices","869","1924.58","931.79","2024-11-02"
"China","South","P78","Juices","805","3070.38","1336.77","2024-11-02"
"Germany","North","P87","Water","604","4304.6","775.7","2024-11-02"
"India","South","P51","Juices","633","1110.89","1639.79","2024-11-02"
"Germany","South","P100","Water","122","3258.14","2627.55","2024-11-02"
"Germany","South","P41","Carbonated Drinks","638","1781.55","2600.22","2024-11-02"
"China","West","P76","Water","481","1656.98","1693.98","2024-11-02"
"USA","West","P34","Juices","983","3529.17","1772.23","2024-11-02"
"Germany","North","P96","Juices","255","2967.13","2809.13","2024-11-02"
"Germany","South","P47","Juices","442","4727.74","2425.63","2024-11-02"
"Germany","East","P18","Carbonated Drinks","883","2558.58","955.52","2024-11-02"
"China","East","P77","Carbonated Drinks","612","4945.81","1417.1","2024-11-02"
"China","West","P32","Water","429","1488.98","1888.12","2024-11-02"
"India","West","P84","Carbonated Drinks","314","1698.33","1921.02","2024-11-02"
"China","West","P97","Juices","263","1143.59","842.56","2024-11-02"
"India","East","P65","Juices","759","2246.27","937.32","2024-11-02"
"China","West","P58","Water","556","3651.16","1926.95","2024-11-02"
"Germany","North","P68","Carbonated Drinks","452","4114.01","838.02","2024-11-02"
"USA","South","P58","Juices","935","4792.81","2659.37","2024-11-03"
"China","East","P78","Juices","584","2076.69","1358.17","2024-11-03"
"Brazil","East","P25","Juices","754","1664.27","514.35","2024-11-03"
"China","South","P56","Juices","266","4698.77","1405","2024-11-03"
"Brazil","South","P39","Water","565","1148.68","1941.49","2024-11-03"
"USA","East","P85","Carbonated Drinks","301","2455.53","2602.59","2024-11-03"
"USA","South","P4","Juices","614","2398.04","1805.87","2024-11-03"
"China","West","P42","Juices","721","1512.88","1388.5","2024-11-03"
"Germany","South","P11","Juices","868","4767.61","2342.12","2024-11-03"
"Brazil","North","P1","Water","615","4662.85","500.13","2024-11-03"
"China","East","P55","Juices","171","3392.28","2263.89","2024-11-03"
"India","South","P83","Water","593","1420.61","1630.75","2024-11-03"
"Brazil","South","P56","Water","257","4667.67","2197.13","2024-11-03"
"USA","South","P6","Water","830","3925.34","916.14","2024-11-03"
"Germany","East","P91","Carbonated Drinks","964","3165.8","529.66","2024-11-03"
"China","East","P21","Juices","673","4440.57","1964.38","2024-11-03"
"USA","South","P78","Water","690","1604.86","2851.29","2024-11-03"
"Germany","South","P31","Carbonated Drinks","685","4669.66","1902","2024-11-03"
"China","South","P63","Carbonated Drinks","698","2781.4","1053.45","2024-11-03"
"Germany","South","P88","Juices","360","4397.96","1357.11","2024-11-03"
"China","South","P47","Water","646","2144.25","2932.39","2024-11-03"
"USA","North","P91","Juices","820","1092.54","2597.36","2024-11-03"
"Germany","West","P32","Juices","653","2439.02","1812.31","2024-11-03"
"USA","West","P72","Water","944","2907.59","2777.62","2024-11-03"
"USA","North","P45","Carbonated Drinks","969","2481.68","2983.13","2024-11-04"
"USA","North","P89","Water","772","3175.5","1484.55","2024-11-04"
"Brazil","West","P72","Water","986","4588.66","2104.35","2024-11-04"
