"Country","Zone","Marketing_Spend","Campaign_Type","Customer_Reach","Brand_Awareness_Score","Date"
"China","South","5547.91","Traditional","23019","9","2024-10-08"
"Germany","East","11291.25","Traditional","49150","2","2024-10-09"
"USA","East","17526.7","Traditional","55354","7","2024-10-09"
"USA","East","19402.78","Digital","26870","3","2024-10-09"
"China","East","19748.1","Traditional","38498","10","2024-10-09"
"Brazil","North","12648.9","Digital","70548","7","2024-10-09"
"Brazil","West","8115.7","Digital","90662","1","2024-10-09"
"USA","North","6465.34","Traditional","72054","4","2024-10-09"
"Brazil","South","18599.32","Digital","13829","7","2024-10-09"
"Germany","West","13790.44","Traditional","13857","7","2024-10-09"
"India","North","19385.19","Traditional","20824","4","2024-10-09"
"China","East","15262.04","Digital","85564","10","2024-10-09"
"China","South","8227","Traditional","83929","7","2024-10-09"
"India","West","7149.01","Digital","42531","4","2024-10-09"
"Brazil","South","18772.78","Digital","92453","8","2024-10-09"
"USA","South","19873.24","Traditional","60948","5","2024-10-09"
"China","West","12191.9","Digital","62331","3","2024-10-09"
"USA","East","19910.71","Traditional","77875","7","2024-10-09"
"China","North","14608.81","Traditional","40929","8","2024-10-09"
"Germany","North","14229.7","Digital","96793","9","2024-10-09"
"Brazil","East","15594.74","Digital","67852","5","2024-10-09"
"India","South","14649.77","Digital","92888","4","2024-10-09"
"China","South","10129.63","Traditional","26633","7","2024-10-09"
"Brazil","East","10345.43","Traditional","15787","6","2024-10-09"
"China","North","14030.09","Digital","13387","10","2024-10-09"
"USA","West","19597","Digital","55716","9","2024-10-10"
"China","West","11250.58","Digital","71152","1","2024-10-10"
"India","East","11797.35","Digital","39055","1","2024-10-10"
"India","North","17522.37","Digital","23256","7","2024-10-10"
"India","West","5774.01","Traditional","75432","2","2024-10-10"
"China","West","7486.59","Digital","44141","7","2024-10-10"
"USA","East","10332.91","Digital","93430","5","2024-10-10"
"Germany","East","13165.56","Traditional","30324","4","2024-10-10"
"China","East","17564.17","Digital","55070","4","2024-10-10"
"USA","West","15200.68","Digital","51994","8","2024-10-10"
"Germany","South","15065.57","Traditional","42325","4","2024-10-10"
"Brazil","South","14991.41","Traditional","82293","2","2024-10-10"
"Brazil","West","14915.53","Traditional","29392","1","2024-10-10"
"Brazil","South","15214.84","Traditional","62156","1","2024-10-10"
"Brazil","North","18017.72","Traditional","20517","7","2024-10-10"
"India","South","12996.05","Traditional","49189","3","2024-10-10"
"Brazil","East","19082.69","Traditional","71903","5","2024-10-10"
"USA","East","7659.99","Digital","18052","10","2024-10-10"
"India","North","16760.59","Traditional","71221","5","2024-10-10"
"USA","West","5251.23","Digital","36270","7","2024-10-10"
"China","East","6536.54","Digital","52162","4","2024-10-10"
"Germany","South","19627.52","Traditional","92813","2","2024-10-10"
"China","West","5775.75","Digital","51634","6","2024-10-10"
"USA","North","9352.21","Traditional","20934","7","2024-10-10"
"China","West","12284.29","Digital","86731","10","2024-10-11"
"China","North","9733.8","Traditional","34474","8","2024-10-11"
"Brazil","East","10902.02","Digital","19437","2","2024-10-11"
"USA","West","5078.12","Traditional","96723","2","2024-10-11"
"Brazil","East","19996.64","Digital","31167","6","2024-10-11"
"USA","South","12154.69","Digital","96761","9","2024-10-11"
"India","South","12548.51","Digital","13320","6","2024-10-11"
"Brazil","South","12474.76","Digital","83484","10","2024-10-11"
"Brazil","East","6247.95","Digital","34071","10","2024-10-11"
"USA","North","15383.42","Traditional","81608","10","2024-10-11"
"USA","North","13288.84","Traditional","80962","5","2024-10-11"
"China","North","6156.21","Digital","53743","5","2024-10-11"
"Brazil","North","10579.73","Digital","12061","4","2024-10-11"
"China","North","14161.47","Digital","39557","7","2024-10-11"
"Brazil","South","19915.85","Digital","38489","10","2024-10-11"
"China","South","9551.69","Digital","75967","10","2024-10-11"
"China","South","18288.52","Digital","63883","9","2024-10-11"
"Brazil","West","10142.24","Digital","73477","3","2024-10-11"
"Germany","South","19928.14","Traditional","56567","5","2024-10-11"
"China","North","8876.2","Digital","42046","5","2024-10-11"
"India","South","16367.25","Digital","38739","1","2024-10-11"
"Germany","North","16896.11","Traditional","93104","6","2024-10-11"
"India","North","6102.78","Traditional","22162","10","2024-10-11"
"India","North","12169.03","Digital","60336","6","2024-10-11"
"China","North","11329.64","Traditional","67773","5","2024-10-12"
"Germany","South","13660.58","Digital","36872","5","2024-10-12"
"Germany","South","5688.36","Traditional","15920","1","2024-10-12"
"Brazil","West","12099.03","Digital","13613","10","2024-10-12"
"USA","West","13184.35","Digital","28996","8","2024-10-12"
"India","North","8157.32","Digital","48400","1","2024-10-12"
"USA","East","16509.96","Traditional","27685","10","2024-10-12"
"USA","South","18161.96","Digital","52676","10","2024-10-12"
"USA","North","19836.35","Digital","67294","1","2024-10-12"
"China","North","19507.71","Digital","98542","2","2024-10-12"
"India","South","16891.63","Traditional","36139","10","2024-10-12"
"China","South","5866.29","Digital","74412","2","2024-10-12"
"China","South","8791.57","Traditional","67949","5","2024-10-12"
"India","North","17580.08","Digital","71327","10","2024-10-12"
"Brazil","South","9718.96","Traditional","27841","10","2024-10-12"
"China","East","6952.31","Digital","50095","9","2024-10-12"
"India","East","9571.99","Digital","14165","8","2024-10-12"
"Brazil","South","6160.84","Digital","94487","4","2024-10-12"
"India","North","12687.52","Digital","19906","1","2024-10-12"
"India","East","17222.56","Digital","16406","6","2024-10-12"
"India","North","14464.66","Traditional","23238","4","2024-10-12"
"Germany","West","15955.97","Digital","51190","6","2024-10-12"
"India","East","12481.53","Traditional","42616","9","2024-10-12"
"China","North","15199.28","Traditional","94989","5","2024-10-12"
"Brazil","North","5778.73","Traditional","28178","8","2024-10-13"
"India","West","14421.22","Digital","15337","7","2024-10-13"
"China","North","18051.4","Digital","75677","9","2024-10-13"
"Germany","West","14700.5","Traditional","54775","6","2024-10-13"
"China","West","13521.53","Traditional","62162","4","2024-10-13"
"USA","East","13359.6","Traditional","25098","1","2024-10-13"
"India","South","5718.17","Traditional","95137","7","2024-10-13"
"India","East","11887.6","Traditional","92822","5","2024-10-13"
"Germany","South","18799.14","Digital","18427","2","2024-10-13"
"India","East","7421.42","Traditional","88579","9","2024-10-13"
"Germany","South","19845.47","Digital","80531","9","2024-10-13"
"Brazil","East","6779.87","Digital","53835","5","2024-10-13"
"China","South","5725.42","Traditional","96608","5","2024-10-13"
"India","West","16782.44","Traditional","93880","9","2024-10-13"
"Brazil","South","6278.66","Digital","66523","9","2024-10-13"
"India","East","18387.09","Digital","43764","3","2024-10-13"
"China","East","10188.27","Digital","65077","6","2024-10-13"
"Brazil","North","19889.69","Traditional","51123","9","2024-10-13"
"Germany","North","11511.02","Traditional","41131","7","2024-10-13"
"India","North","16005.75","Digital","62402","10","2024-10-13"
"USA","East","9528.49","Traditional","12149","3","2024-10-13"
"China","North","6647.83","Digital","99026","5","2024-10-13"
"India","West","7807.8","Digital","59417","8","2024-10-13"
"Germany","East","10570.65","Digital","73182","1","2024-10-13"
"China","West","17270.55","Digital","42080","9","2024-10-14"
"Brazil","North","5759.66","Digital","93508","10","2024-10-14"
"China","East","9355.06","Traditional","93210","7","2024-10-14"
"Brazil","South","18555.31","Traditional","89915","4","2024-10-14"
"Brazil","North","10797.24","Digital","44788","9","2024-10-14"
"Brazil","West","18252.97","Digital","71156","7","2024-10-14"
"USA","South","19187.13","Digital","76158","6","2024-10-14"
"Brazil","North","10225.93","Traditional","42591","2","2024-10-14"
"India","North","7032.13","Digital","20479","1","2024-10-14"
"India","North","7770.45","Traditional","83244","5","2024-10-14"
"India","North","14683.03","Traditional","61118","1","2024-10-14"
"China","South","6721","Digital","93439","10","2024-10-14"
"Germany","North","14136.33","Traditional","60402","9","2024-10-14"
"USA","North","17776.81","Digital","80277","9","2024-10-14"
"India","North","16361.09","Digital","23939","10","2024-10-14"
"China","North","13883.76","Traditional","86573","5","2024-10-14"
"Brazil","South","18291.04","Traditional","37311","3","2024-10-14"
"Brazil","West","8304.6","Traditional","34680","2","2024-10-14"
"Brazil","East","7164.01","Digital","47833","7","2024-10-14"
"Germany","East","18687.55","Digital","73450","3","2024-10-14"
"USA","North","10017.73","Digital","36025","10","2024-10-14"
"Germany","West","13058.9","Digital","34074","10","2024-10-14"
"Germany","West","5950.33","Traditional","85619","9","2024-10-14"
"Brazil","South","5927.95","Digital","77620","7","2024-10-14"
"China","West","11081","Digital","85537","8","2024-10-15"
"India","West","15485.97","Digital","52541","10","2024-10-15"
"Brazil","South","9930.48","Digital","85247","2","2024-10-15"
"India","North","9942.97","Traditional","78357","5","2024-10-15"
"Brazil","East","17345.73","Digital","64673","3","2024-10-15"
"China","West","15942.05","Digital","42787","5","2024-10-15"
"Brazil","West","8924.75","Traditional","70278","4","2024-10-15"
"USA","North","16104.1","Digital","43643","6","2024-10-15"
"China","South","17331.2","Traditional","91549","2","2024-10-15"
"India","North","6657.69","Digital","77439","1","2024-10-15"
"China","South","17461.21","Traditional","52830","2","2024-10-15"
"China","North","8357.17","Traditional","36488","10","2024-10-15"
"USA","West","13400.12","Digital","81967","2","2024-10-15"
"USA","North","10013.91","Traditional","44324","3","2024-10-15"
"China","North","9614.94","Digital","51753","10","2024-10-15"
"USA","North","11618.78","Traditional","13295","5","2024-10-15"
"India","North","18384.14","Traditional","36350","9","2024-10-15"
"China","South","5674.79","Digital","38488","9","2024-10-15"
"Brazil","North","8328.37","Digital","55414","8","2024-10-15"
"Brazil","North","17243.58","Digital","71687","1","2024-10-15"
"India","East","18697.95","Traditional","19010","10","2024-10-15"
"Brazil","South","7155.16","Digital","84456","8","2024-10-15"
"China","West","15347.58","Traditional","26879","3","2024-10-15"
"USA","North","5036.27","Digital","78703","3","2024-10-15"
"USA","West","8104.3","Traditional","39225","2","2024-10-16"
"China","West","7294.15","Digital","23688","7","2024-10-16"
"Germany","West","12573.54","Digital","26308","1","2024-10-16"
"USA","North","6372.96","Digital","33392","7","2024-10-16"
"India","South","10341.2","Traditional","58906","6","2024-10-16"
"USA","West","7079.87","Traditional","37097","10","2024-10-16"
"USA","North","10982.19","Traditional","75514","4","2024-10-16"
"India","North","9520.21","Traditional","43726","8","2024-10-16"
"India","North","6710.67","Digital","24352","5","2024-10-16"
"China","East","15387.3","Traditional","88111","9","2024-10-16"
"India","West","9267.44","Digital","11365","5","2024-10-16"
"India","West","17030.97","Traditional","57208","10","2024-10-16"
"Brazil","East","13142.37","Digital","93876","7","2024-10-16"
"India","East","17076.84","Digital","47017","8","2024-10-16"
"Germany","West","18529.54","Traditional","54154","7","2024-10-16"
"China","South","6809.99","Digital","31375","7","2024-10-16"
"Brazil","North","17027.06","Digital","61188","5","2024-10-16"
"Brazil","South","8456.2","Digital","38655","7","2024-10-16"
"India","East","14481.33","Digital","84212","5","2024-10-16"
"China","North","12002.39","Traditional","47887","7","2024-10-16"
"Germany","East","14773.19","Traditional","50625","6","2024-10-16"
"Brazil","West","7897.18","Traditional","63686","3","2024-10-16"
"Germany","East","8184.84","Digital","61613","10","2024-10-16"
"India","West","12046.09","Digital","27309","3","2024-10-16"
"Germany","East","5499.49","Traditional","96737","2","2024-10-17"
"India","South","14816.5","Digital","80820","6","2024-10-17"
"Brazil","South","7243.67","Traditional","82786","5","2024-10-17"
"Germany","West","11424.41","Traditional","44086","3","2024-10-17"
"China","North","10601.79","Digital","44393","10","2024-10-17"
"India","South","19600.67","Traditional","50671","3","2024-10-17"
"Germany","North","19946.15","Digital","42381","4","2024-10-17"
"Brazil","East","5166.14","Traditional","33291","2","2024-10-17"
"China","North","8622.69","Digital","57828","6","2024-10-17"
"Brazil","West","15566","Digital","52087","2","2024-10-17"
"Brazil","North","10437.5","Digital","18386","1","2024-10-17"
"India","South","19694.14","Traditional","38694","9","2024-10-17"
"China","North","5824.06","Digital","65999","10","2024-10-17"
"India","North","16499.55","Traditional","63744","1","2024-10-17"
"USA","South","5750.27","Digital","75288","8","2024-10-17"
"Brazil","West","18083.22","Traditional","43356","6","2024-10-17"
"Brazil","South","6340.65","Traditional","37311","2","2024-10-17"
"India","North","8385.59","Traditional","27485","7","2024-10-17"
"USA","South","9433.86","Digital","15635","10","2024-10-17"
"China","South","16086.07","Digital","14926","5","2024-10-17"
"India","North","12393.67","Digital","53370","3","2024-10-17"
"USA","North","9538.06","Digital","33540","7","2024-10-17"
"Germany","South","18453.43","Traditional","98911","8","2024-10-17"
"China","West","12942.12","Traditional","89419","10","2024-10-17"
"Germany","West","5398.49","Digital","56201","6","2024-10-18"
"USA","South","7466.96","Traditional","29541","4","2024-10-18"
"Brazil","West","13715.17","Digital","74750","2","2024-10-18"
"India","North","13229.73","Traditional","59819","9","2024-10-18"
"Brazil","North","12635.6","Digital","62915","5","2024-10-18"
"Brazil","North","6490.44","Traditional","83451","5","2024-10-18"
"Germany","South","12115.58","Digital","15987","4","2024-10-18"
"China","East","10704.39","Digital","86348","5","2024-10-18"
"USA","West","5883.02","Digital","64656","8","2024-10-18"
"USA","South","19207.27","Traditional","16217","9","2024-10-18"
