Country,Zone,Product_ID,Product_Category,Units_Sold,Revenue,Cost_of_Goods_Sold,Date,Marketing_Spend,Campaign_Type,Customer_Reach,Brand_Awareness_Score,Customer_Rating,Feedback_Type,Volume_of_Feedback,Competitor_Name,Competitor_Price,Competitor_Market_Share,Profit,Profit Margin
Brazil,East,P46,Carbonated Drinks,651,2306.67,2008.38,2024-12-05,16781.29,Digital,61695,4,1,Positive,104,Competitor_C,2.64,12.45,298.28999999999996,0.129316287115192
India,North,P13,Water,212,3274.45,772.11,2024-12-05,17158.46,Digital,15255,10,1,Negative,240,Competitor_A,2.59,38.94,2502.3399999999997,0.7642016216463833
India,East,P82,Carbonated Drinks,691,4651.56,563.72,2024-12-06,9821.7,Digital,64022,9,1,Negative,439,Competitor_C,6.25,34.71,4087.84,0.8788105495790659
India,East,P69,Carbonated Drinks,654,2746.04,1831.42,2024-12-06,9821.7,Digital,64022,9,1,Negative,439,Competitor_C,6.25,34.71,914.6199999999999,0.33306870985127673
China,South,P96,Juices,120,2404.07,785.15,2024-12-06,11064.29,Traditional,75791,2,5,Negative,80,Competitor_B,4.18,25.86,1618.92,0.6734080122458996
Brazil,East,P91,Carbonated Drinks,456,1030.3,2123.41,2024-12-06,5558.62,Digital,16261,5,1,Positive,410,Competitor_C,2.64,12.45,-1093.11,-1.060962826361254
Usa,South,P39,Juices,632,1450.71,1575.15,2024-12-07,15567.76,Digital,20041,2,3,Positive,219,Competitor_B,3.6,47.57,-124.44000000000005,-0.0857786876770685
India,East,P61,Carbonated Drinks,805,2523.0,2663.29,2024-12-07,5855.37,Traditional,27906,1,2,Negative,305,Competitor_C,6.25,34.71,-140.28999999999996,-0.055604439159730464
Germany,South,P29,Juices,187,2862.55,994.12,2024-12-07,14084.07,Digital,62608,3,3,Negative,130,Competitor_A,8.28,48.32,1868.4300000000003,0.6527152364150846
Germany,South,P87,Water,371,2332.61,1970.43,2024-12-07,14084.07,Digital,62608,3,1,Positive,174,Competitor_A,3.37,10.29,362.18000000000006,0.1552681331212676
Germany,South,P58,Water,614,3961.36,1885.28,2024-12-07,14084.07,Digital,62608,3,1,Positive,174,Competitor_A,3.37,10.29,2076.08,0.5240826382858412
Usa,East,P56,Water,742,4116.8,1649.31,2024-12-07,15113.87,Traditional,37476,8,2,Negative,234,Competitor_A,8.32,10.01,2467.4900000000002,0.5993708705790906
Usa,East,P42,Water,692,2296.23,2628.6,2024-12-07,15113.87,Traditional,37476,8,2,Negative,234,Competitor_A,8.32,10.01,-332.3699999999999,-0.14474595314929248
Germany,East,P41,Carbonated Drinks,447,2518.77,2169.48,2024-12-07,19225.66,Traditional,96272,10,2,Negative,467,Competitor_A,9.96,32.73,349.28999999999996,0.1386748293810074
Usa,North,P59,Carbonated Drinks,879,1799.35,907.87,2024-12-07,10188.8,Digital,41904,1,5,Negative,369,Competitor_B,6.78,38.2,891.4799999999999,0.4954455775696779
India,West,P16,Juices,429,3970.85,2667.97,2024-12-07,11261.02,Traditional,75134,10,4,Positive,131,Competitor_C,1.56,14.61,1302.88,0.32811110971202645
India,East,P90,Carbonated Drinks,720,1764.07,2241.75,2024-12-08,8653.56,Digital,25958,5,5,Negative,164,Competitor_C,6.25,34.71,-477.68000000000006,-0.27078290544026035
India,East,P70,Carbonated Drinks,884,2009.67,1077.18,2024-12-08,8653.56,Digital,25958,5,5,Negative,164,Competitor_C,6.25,34.71,932.49,0.46400155249369296
Brazil,South,P4,Carbonated Drinks,331,4471.79,1015.07,2024-12-08,9673.57,Digital,85951,1,1,Positive,274,Competitor_A,4.33,29.31,3456.72,0.7730058880224697
Usa,West,P90,Carbonated Drinks,103,1587.17,1701.65,2024-12-08,11250.87,Digital,23768,1,2,Negative,192,Competitor_C,1.01,41.6,-114.48000000000002,-0.07212837944265581
Germany,East,P62,Carbonated Drinks,159,4510.91,1806.46,2024-12-09,18106.75,Digital,62195,2,5,Positive,77,Competitor_A,9.96,32.73,2704.45,0.5995353487433799
India,West,P23,Water,246,2358.5,1457.33,2024-12-09,18109.49,Traditional,45044,8,1,Positive,112,Competitor_C,7.32,14.59,901.1700000000001,0.38209455162179357
Brazil,West,P70,Water,523,1277.39,2378.27,2024-12-09,5265.66,Traditional,48572,8,1,Positive,373,Competitor_C,2.59,15.46,-1100.8799999999999,-0.861819804445001
Germany,North,P11,Carbonated Drinks,635,2913.17,2482.63,2024-12-09,15625.25,Traditional,21854,3,1,Negative,269,Competitor_C,8.04,25.45,430.53999999999996,0.14779089445518112
Germany,North,P30,Carbonated Drinks,671,3473.53,2813.76,2024-12-09,15625.25,Traditional,21854,3,1,Negative,269,Competitor_C,8.04,25.45,659.77,0.18994222016219808
India,East,P89,Juices,744,4425.04,2696.96,2024-12-09,5227.73,Traditional,50651,9,3,Negative,281,Competitor_C,6.53,33.82,1728.08,0.39052302352069135
Brazil,East,P74,Water,345,4962.78,1248.88,2024-12-09,10317.28,Digital,22759,8,1,Negative,411,Competitor_A,8.86,14.81,3713.8999999999996,0.7483507227803771
Brazil,West,P39,Water,764,4170.07,2748.72,2024-12-10,18960.46,Digital,79548,10,2,Positive,230,Competitor_C,2.59,15.46,1421.35,0.3408455973161122
India,North,P16,Juices,275,2101.98,1349.27,2024-12-10,5231.58,Digital,21152,3,3,Negative,161,Competitor_B,4.19,31.7,752.71,0.35809570024453136
Germany,South,P57,Water,969,3822.04,1732.89,2024-12-10,10904.77,Digital,31646,5,2,Negative,372,Competitor_A,3.37,10.29,2089.1499999999996,0.5466060009837678
India,East,P12,Water,147,1453.55,636.08,2024-12-11,18183.65,Digital,64691,6,4,Negative,365,Competitor_C,4.72,20.46,817.4699999999999,0.5623955144301881
India,North,P67,Water,364,3974.01,2788.83,2024-12-11,5639.13,Digital,64814,9,3,Positive,299,Competitor_A,2.59,38.94,1185.1800000000003,0.298232767406222
China,East,P68,Juices,392,3764.01,1835.12,2024-12-11,6055.82,Digital,67628,1,2,Positive,273,Competitor_C,9.85,23.93,1928.8900000000003,0.5124561305628837
Brazil,West,P9,Water,246,4078.26,885.53,2024-12-11,7837.75,Digital,21079,8,2,Negative,425,Competitor_C,2.59,15.46,3192.7300000000005,0.782865731954314
Brazil,West,P61,Water,259,4752.64,1071.09,2024-12-11,7837.75,Digital,21079,8,2,Negative,425,Competitor_C,2.59,15.46,3681.55,0.7746326252356585
India,South,P84,Juices,533,4910.65,623.12,2024-12-12,19334.15,Digital,31135,10,2,Negative,136,Competitor_C,3.52,36.56,4287.53,0.873108447965137
Germany,West,P40,Juices,454,3576.86,1190.69,2024-12-13,5667.52,Traditional,12810,3,2,Negative,340,Competitor_C,7.75,15.94,2386.17,0.6671130544667669
China,North,P6,Carbonated Drinks,717,3007.78,2505.03,2024-12-13,8963.58,Digital,86509,1,2,Positive,92,Competitor_C,9.68,17.62,502.75,0.16714985803482965
China,North,P50,Juices,617,2713.22,965.32,2024-12-14,6576.96,Traditional,94522,8,3,Positive,202,Competitor_C,5.43,48.3,1747.8999999999996,0.6442160974782729
China,North,P3,Juices,497,1774.41,912.45,2024-12-14,6576.96,Traditional,94522,8,3,Positive,202,Competitor_C,5.43,48.3,861.96,0.4857727357262414
China,North,P19,Juices,623,4645.15,2031.12,2024-12-14,6576.96,Traditional,94522,8,3,Positive,202,Competitor_C,5.43,48.3,2614.0299999999997,0.5627439372248474
China,East,P44,Carbonated Drinks,580,4910.39,2767.93,2024-12-14,7592.63,Digital,84531,8,4,Negative,317,Competitor_A,7.27,16.94,2142.4600000000005,0.4363115760662596
China,North,P95,Carbonated Drinks,522,2625.56,1905.43,2024-12-15,12626.64,Traditional,96282,10,5,Positive,469,Competitor_C,9.68,17.62,720.1299999999999,0.27427672572708295
Brazil,North,P37,Water,500,2798.8,1601.43,2024-12-15,17822.82,Traditional,71792,10,5,Negative,294,Competitor_A,4.73,10.3,1197.3700000000001,0.42781549235386596
China,North,P80,Juices,766,3420.86,914.12,2024-12-16,5291.04,Digital,96073,9,2,Positive,190,Competitor_C,5.43,48.3,2506.7400000000002,0.7327806458025176
India,West,P11,Carbonated Drinks,483,1207.38,1653.06,2024-12-16,15217.18,Traditional,27155,1,2,Negative,221,Competitor_C,1.15,40.65,-445.67999999999984,-0.36912985141380494
China,South,P42,Juices,162,4447.22,1439.05,2024-12-16,18492.43,Traditional,71902,2,5,Positive,246,Competitor_B,4.18,25.86,3008.17,0.6764158283152171
Usa,North,P70,Water,327,4061.52,1122.44,2024-12-17,16348.82,Digital,74454,5,1,Negative,245,Competitor_C,4.03,24.7,2939.08,0.7236404104867143
India,West,P68,Carbonated Drinks,729,3530.45,1034.34,2024-12-17,17551.19,Traditional,32850,5,3,Positive,470,Competitor_C,1.15,40.65,2496.1099999999997,0.7070231840133694
China,East,P57,Carbonated Drinks,742,2043.33,1561.79,2024-12-17,8490.45,Traditional,32063,4,1,Negative,398,Competitor_A,7.27,16.94,481.53999999999996,0.23566433224197755
China,East,P35,Carbonated Drinks,321,3252.63,2749.31,2024-12-17,8490.45,Traditional,32063,4,1,Negative,398,Competitor_A,7.27,16.94,503.32000000000016,0.15474246993971036
Usa,East,P83,Juices,307,4764.84,916.12,2024-12-17,9463.52,Digital,27125,8,4,Positive,155,Competitor_B,7.87,35.77,3848.7200000000003,0.8077333131857524
Germany,West,P91,Water,873,1634.28,1543.28,2024-12-17,13660.97,Digital,98417,6,4,Negative,152,Competitor_A,2.87,21.93,91.0,0.05568201287417089
Usa,West,P22,Water,117,1156.93,869.61,2024-12-17,15515.78,Traditional,50686,1,5,Negative,56,Competitor_B,8.4,33.33,287.32000000000005,0.2483469181367931
India,North,P57,Juices,290,1935.84,2130.57,2024-12-18,8211.66,Digital,89208,6,5,Negative,103,Competitor_B,4.19,31.7,-194.73000000000025,-0.10059199107364258
Germany,South,P77,Carbonated Drinks,282,2365.56,2001.13,2024-12-18,18028.23,Digital,57557,3,4,Positive,273,Competitor_A,6.59,37.39,364.42999999999984,0.15405654475050298
India,West,P61,Water,626,1842.15,857.15,2024-12-19,9331.73,Digital,41081,9,1,Negative,172,Competitor_C,7.32,14.59,985.0000000000001,0.534701300111283
India,West,P54,Water,326,3070.71,2491.86,2024-12-19,9331.73,Digital,41081,9,1,Negative,172,Competitor_C,7.32,14.59,578.8499999999999,0.18850689254276695
China,South,P79,Water,250,3377.6,2261.32,2024-12-19,9549.61,Traditional,50343,7,1,Negative,344,Competitor_C,1.71,22.28,1116.2799999999997,0.33049502605400277
China,South,P98,Carbonated Drinks,226,4786.14,2289.69,2024-12-19,9549.61,Traditional,50343,7,2,Positive,117,Competitor_B,4.95,31.45,2496.4500000000003,0.521599869623538
India,West,P28,Juices,811,2938.88,758.58,2024-12-20,16719.35,Digital,64266,2,4,Negative,70,Competitor_C,1.56,14.61,2180.3,0.7418812608885018
Germany,West,P49,Water,902,1156.86,1729.16,2024-12-20,10143.22,Digital,14806,6,1,Negative,212,Competitor_A,2.87,21.93,-572.3000000000002,-0.4947011738671924
Usa,East,P95,Water,932,1674.94,1216.91,2024-12-20,7277.15,Digital,17750,8,3,Negative,206,Competitor_A,8.32,10.01,458.03,0.2734605418701565
China,West,P88,Juices,709,4752.82,2318.64,2024-12-20,5313.02,Digital,89735,3,2,Negative,333,Competitor_A,1.46,24.03,2434.18,0.51215488909742
China,West,P50,Juices,549,3369.27,2917.52,2024-12-20,5313.02,Digital,89735,3,2,Negative,333,Competitor_A,1.46,24.03,451.75,0.13407948902878072
Usa,South,P71,Water,733,4220.37,1415.12,2024-12-21,13518.38,Traditional,21510,5,5,Positive,463,Competitor_C,6.67,28.97,2805.25,0.6646929060722164
India,West,P30,Juices,780,2880.23,1361.54,2024-12-21,11723.37,Digital,82099,1,4,Negative,354,Competitor_C,1.56,14.61,1518.69,0.5272808074355173
China,East,P6,Juices,843,1604.34,1347.05,2024-12-21,5490.69,Traditional,89318,8,2,Positive,426,Competitor_C,9.85,23.93,257.28999999999996,0.1603712430033534
China,East,P4,Carbonated Drinks,300,4158.71,1048.63,2024-12-21,5490.69,Traditional,89318,8,3,Positive,363,Competitor_A,7.27,16.94,3110.08,0.7478472891834247
China,East,P38,Carbonated Drinks,324,1851.58,2120.62,2024-12-21,5490.69,Traditional,89318,8,3,Positive,363,Competitor_A,7.27,16.94,-269.03999999999996,-0.14530293047019302
Germany,South,P43,Juices,136,2646.35,2415.11,2024-12-21,10713.56,Digital,79424,9,1,Positive,146,Competitor_A,8.28,48.32,231.23999999999978,0.08738073195155584
India,East,P79,Water,741,4706.41,996.05,2024-12-21,9258.42,Digital,50510,8,2,Negative,319,Competitor_C,4.72,20.46,3710.3599999999997,0.7883631047868758
China,South,P73,Water,866,1545.7,759.06,2024-12-22,7042.75,Traditional,32620,7,4,Positive,465,Competitor_C,1.71,22.28,786.6400000000001,0.5089215242285049
India,West,P57,Water,757,3179.82,1787.71,2024-12-22,12877.81,Traditional,89744,9,4,Negative,226,Competitor_C,7.32,14.59,1392.1100000000001,0.4377952211131448
India,West,P1,Water,873,4037.02,1730.65,2024-12-22,12877.81,Traditional,89744,9,4,Negative,226,Competitor_C,7.32,14.59,2306.37,0.5713050715626873
India,West,P84,Juices,595,1615.75,1674.35,2024-12-22,12877.81,Traditional,89744,9,2,Negative,373,Competitor_C,1.56,14.61,-58.59999999999991,-0.036267987002939754
Usa,North,P41,Juices,515,1007.67,1286.63,2024-12-22,15467.96,Digital,26683,10,5,Negative,307,Competitor_A,6.14,28.63,-278.96000000000015,-0.27683666279635216
India,East,P58,Water,775,2899.38,2275.79,2024-12-23,6028.22,Digital,52087,3,3,Positive,223,Competitor_C,4.72,20.46,623.5900000000001,0.21507701646558924
India,East,P82,Juices,149,2193.79,2614.06,2024-12-23,6028.22,Digital,52087,3,2,Positive,483,Competitor_C,6.53,33.82,-420.27,-0.19157257531486604
India,East,P25,Juices,847,2032.61,2277.08,2024-12-23,6028.22,Digital,52087,3,2,Positive,483,Competitor_C,6.53,33.82,-244.47000000000003,-0.12027393351405338
Germany,West,P54,Juices,921,2722.16,522.07,2024-12-23,18690.96,Traditional,59283,4,2,Positive,469,Competitor_C,7.75,15.94,2200.0899999999997,0.8082148000117553
Germany,North,P29,Juices,109,4405.41,1311.54,2024-12-23,17406.4,Traditional,15962,4,4,Negative,417,Competitor_B,7.49,13.55,3093.87,0.7022887767540366
China,East,P6,Water,135,2547.01,1580.11,2024-12-23,12864.61,Traditional,90637,10,3,Negative,160,Competitor_C,2.19,29.42,966.9000000000003,0.3796215955178818
Brazil,East,P16,Juices,565,1474.84,2936.89,2024-12-24,19919.64,Digital,30579,10,3,Negative,271,Competitor_A,6.8,27.76,-1462.05,-0.9913278728540045
Usa,West,P39,Carbonated Drinks,997,2247.42,1879.74,2024-12-24,19289.96,Traditional,70703,7,2,Positive,264,Competitor_C,1.01,41.6,367.68000000000006,0.16360092906532828
Germany,West,P12,Carbonated Drinks,217,1513.96,955.49,2024-12-24,16285.64,Digital,82361,10,2,Positive,170,Competitor_B,7.79,34.54,558.47,0.368880287458057
China,North,P13,Water,807,1123.41,2611.88,2024-12-24,16144.16,Digital,20775,10,1,Negative,193,Competitor_B,1.38,13.75,-1488.47,-1.3249570504090225
Germany,North,P13,Juices,551,1109.52,2571.17,2024-12-24,9364.58,Digital,27336,1,5,Positive,202,Competitor_B,7.49,13.55,-1461.65,-1.3173714759535655
Germany,North,P11,Carbonated Drinks,917,3284.87,840.67,2024-12-24,9364.58,Digital,27336,1,2,Positive,321,Competitor_C,8.04,25.45,2444.2,0.7440781522556448
Usa,South,P31,Water,174,3798.27,2051.31,2024-12-24,14752.76,Digital,60873,4,3,Positive,381,Competitor_C,6.67,28.97,1746.96,0.45993570757213154
Brazil,South,P27,Water,340,2156.15,1614.55,2024-12-24,17133.27,Traditional,99916,9,4,Negative,269,Competitor_B,9.0,18.83,541.6000000000001,0.2511884609141294
Brazil,West,P7,Juices,715,2222.42,921.66,2024-12-24,12195.05,Digital,22037,7,4,Positive,177,Competitor_C,8.78,33.92,1300.7600000000002,0.5852899091980814
China,South,P45,Carbonated Drinks,347,1569.88,2572.21,2024-12-25,19312.12,Traditional,24630,6,2,Positive,141,Competitor_B,4.95,31.45,-1002.3299999999999,-0.6384755522715111
China,North,P2,Water,385,1977.14,551.08,2024-12-25,13750.88,Digital,87717,10,3,Positive,370,Competitor_B,1.38,13.75,1426.06,0.721274163690988
Brazil,East,P88,Water,623,1961.56,698.61,2024-12-25,17962.23,Digital,90508,1,4,Positive,169,Competitor_A,8.86,14.81,1262.9499999999998,0.6438497930218805
India,South,P11,Water,602,1846.92,532.13,2024-12-26,10719.47,Traditional,49488,2,2,Positive,246,Competitor_A,4.9,23.31,1314.79,0.711882485435211
China,South,P47,Carbonated Drinks,427,4321.24,1185.8,2024-12-26,9934.29,Digital,95613,7,1,Negative,113,Competitor_B,4.95,31.45,3135.4399999999996,0.7255880256593015
China,South,P27,Carbonated Drinks,912,1104.31,1145.11,2024-12-26,9934.29,Digital,95613,7,1,Negative,113,Competitor_B,4.95,31.45,-40.799999999999955,-0.03694614736803973
Brazil,South,P77,Juices,268,4851.71,2508.74,2024-12-26,8820.42,Digital,21754,3,1,Positive,416,Competitor_A,8.38,29.71,2342.9700000000003,0.482916332592014
Brazil,West,P32,Carbonated Drinks,230,2631.59,2533.15,2024-12-26,18280.09,Digital,99520,2,2,Negative,359,Competitor_A,5.69,38.36,98.44000000000005,0.03740704289041988
Usa,North,P53,Juices,788,4200.69,2980.9,2024-12-26,17328.9,Digital,89994,2,5,Positive,331,Competitor_A,6.14,28.63,1219.7899999999995,0.2903784854392968
Usa,East,P1,Carbonated Drinks,557,3051.14,1387.74,2024-12-27,11637.43,Digital,38300,4,1,Negative,241,Competitor_B,5.78,41.9,1663.3999999999999,0.5451732794955328
Usa,East,P14,Carbonated Drinks,829,1899.38,1900.47,2024-12-27,11637.43,Digital,38300,4,1,Negative,241,Competitor_B,5.78,41.9,-1.0899999999999181,-0.0005738714738493183
Brazil,South,P83,Carbonated Drinks,125,3457.26,1499.15,2024-12-27,13012.07,Traditional,41408,3,4,Negative,170,Competitor_A,4.33,29.31,1958.1100000000001,0.5663762632836408
Brazil,South,P44,Carbonated Drinks,907,1126.54,1404.66,2024-12-27,13012.07,Traditional,41408,3,4,Negative,170,Competitor_A,4.33,29.31,-278.1200000000001,-0.24687982672608175
China,West,P34,Juices,478,4218.02,2275.03,2024-12-27,8812.06,Digital,59900,3,1,Positive,352,Competitor_A,1.46,24.03,1942.9900000000002,0.46064030042531806
China,West,P60,Juices,298,4802.52,1737.16,2024-12-27,8812.06,Digital,59900,3,1,Positive,352,Competitor_A,1.46,24.03,3065.3600000000006,0.6382815688430241
India,North,P87,Carbonated Drinks,432,3430.13,2953.57,2024-12-27,12781.4,Traditional,96108,10,5,Negative,243,Competitor_C,9.31,23.76,476.55999999999995,0.13893350980866612
Germany,East,P62,Water,867,1022.26,2002.31,2024-12-27,8929.7,Traditional,93621,6,2,Negative,467,Competitor_B,9.15,14.99,-980.05,-0.9587091346624146
Germany,East,P85,Carbonated Drinks,105,4496.83,2402.85,2024-12-27,8929.7,Traditional,93621,6,5,Negative,357,Competitor_A,9.96,32.73,2093.98,0.46565691831801514
Usa,South,P20,Water,163,3001.51,2926.21,2024-12-27,19894.35,Traditional,49432,1,3,Positive,442,Competitor_C,6.67,28.97,75.30000000000018,0.025087372689079887
China,East,P6,Carbonated Drinks,735,4241.56,1301.62,2024-12-27,12676.73,Digital,61864,6,1,Negative,86,Competitor_A,7.27,16.94,2939.9400000000005,0.6931270570261885
China,West,P69,Carbonated Drinks,208,3341.79,530.15,2024-12-28,7502.64,Traditional,96368,4,2,Positive,464,Competitor_C,4.46,21.67,2811.64,0.8413574760831769
China,West,P100,Carbonated Drinks,671,2510.44,2241.38,2024-12-28,7502.64,Traditional,96368,4,2,Positive,464,Competitor_C,4.46,21.67,269.05999999999995,0.10717643122321184
Germany,West,P10,Carbonated Drinks,921,4184.04,2138.86,2024-12-28,11546.96,Digital,25085,4,5,Negative,375,Competitor_B,7.79,34.54,2045.1799999999998,0.48880507834533127
Germany,East,P62,Water,437,1407.77,697.45,2024-12-28,6490.42,Traditional,71339,9,4,Positive,268,Competitor_B,9.15,14.99,710.3199999999999,0.5045710591929079
Brazil,South,P52,Juices,122,1749.32,1185.13,2024-12-28,15555.23,Traditional,34244,4,2,Positive,365,Competitor_A,8.38,29.71,564.1899999999998,0.3225196076189604
China,East,P25,Water,451,4842.85,1109.78,2024-12-29,7975.3,Digital,64300,2,1,Negative,431,Competitor_C,2.19,29.42,3733.0700000000006,0.7708415499137905
Brazil,South,P96,Juices,681,3720.73,2168.51,2024-12-29,13495.95,Traditional,33912,8,4,Positive,317,Competitor_A,8.38,29.71,1552.2199999999998,0.4171815745834822
Germany,South,P31,Carbonated Drinks,795,2474.79,1315.58,2024-12-29,10982.23,Digital,62530,1,2,Negative,399,Competitor_A,6.59,37.39,1159.21,0.46840742042759187
Germany,South,P55,Carbonated Drinks,680,4128.71,1912.27,2024-12-29,10982.23,Digital,62530,1,2,Negative,399,Competitor_A,6.59,37.39,2216.44,0.5368359608691334
Brazil,East,P20,Juices,170,2873.17,563.0,2024-12-29,15442.32,Traditional,21585,5,5,Positive,223,Competitor_A,6.8,27.76,2310.17,0.8040491860906247
Brazil,West,P25,Juices,667,4671.17,2424.05,2024-12-29,9243.27,Traditional,78684,10,1,Positive,496,Competitor_C,8.78,33.92,2247.12,0.48106148994791453
Usa,North,P55,Water,209,3452.79,708.54,2024-12-30,5819.48,Digital,78679,5,5,Negative,240,Competitor_C,4.03,24.7,2744.25,0.7947920377433901
China,East,P53,Water,960,1456.05,1693.23,2024-12-30,14219.05,Digital,64891,7,5,Negative,111,Competitor_C,2.19,29.42,-237.18000000000006,-0.1628927578036469
Brazil,East,P99,Juices,464,4673.18,648.75,2024-12-30,19434.41,Digital,36756,2,4,Positive,259,Competitor_A,6.8,27.76,4024.4300000000003,0.8611759016344331
Brazil,East,P68,Water,458,3797.43,1689.07,2024-12-30,19434.41,Digital,36756,2,1,Positive,54,Competitor_A,8.86,14.81,2108.3599999999997,0.5552070742581167
Brazil,East,P1,Water,770,1687.07,2693.24,2024-12-30,19434.41,Digital,36756,2,1,Positive,54,Competitor_A,8.86,14.81,-1006.1699999999998,-0.5964008606637542
