"Country","Zone","Competitor_Name","Competitor_Product_Category","Competitor_Price","Competitor_Market_Share"
"Germany","North","Competitor_C","Juices","2.47","47.63"
"China","South","Competitor_B","Juices","5.49","16.54"
"USA","North","Competitor_B","Carbonated Drinks","7.97","40.93"
"USA","North","Competitor_A","Water","5.45","14.7"
"India","West","Competitor_C","Water","6.88","41.98"
"Germany","North","Competitor_B","Water","2.15","49.3"
"USA","West","Competitor_B","Carbonated Drinks","9.77","33.75"
"Germany","East","Competitor_A","Water","6.61","48.76"
"USA","West","Competitor_C","Water","1.2","21.08"
"USA","West","Competitor_A","Water","1.34","45.41"
"Brazil","North","Competitor_B","Water","4.72","48.26"
"China","West","Competitor_C","Water","8.64","30.41"
"USA","North","Competitor_A","Water","6.1","47.56"
"Brazil","East","Competitor_C","Carbonated Drinks","1.62","31.36"
"China","West","Competitor_C","Carbonated Drinks","6.12","39.95"
"USA","South","Competitor_B","Water","8.55","46.68"
"India","North","Competitor_B","Carbonated Drinks","4.11","45.84"
"USA","South","Competitor_B","Water","5.2","41.42"
"China","North","Competitor_B","Carbonated Drinks","3.78","34.24"
"USA","West","Competitor_B","Water","3.62","29.68"
"Brazil","West","Competitor_A","Water","7.07","29.27"
"China","South","Competitor_A","Juices","2.15","11.59"
"Brazil","West","Competitor_B","Water","3.42","14.39"
"China","West","Competitor_C","Water","6.38","46.83"
"Brazil","North","Competitor_B","Water","7.98","41.1"
"India","North","Competitor_C","Juices","8.23","15.56"
"India","South","Competitor_B","Water","1.1","17.59"
"India","East","Competitor_A","Juices","5.05","15.25"
"Germany","South","Competitor_C","Juices","5.85","45.46"
"USA","West","Competitor_B","Water","4.77","21.31"
"USA","South","Competitor_C","Juices","2.97","30.05"
"Brazil","North","Competitor_C","Carbonated Drinks","6.79","18.55"
"China","East","Competitor_C","Water","9.77","36.45"
"India","North","Competitor_A","Juices","9.83","31.57"
"China","West","Competitor_A","Juices","6.76","30.89"
"Germany","East","Competitor_C","Carbonated Drinks","9.81","41.46"
"USA","South","Competitor_A","Juices","8.05","47.57"
"India","North","Competitor_A","Water","9.15","24.9"
"Brazil","South","Competitor_C","Juices","1.66","48.92"
"China","South","Competitor_A","Juices","6.32","30.33"
"China","North","Competitor_A","Water","9.03","35.88"
"USA","West","Competitor_A","Juices","3.75","46.35"
"China","North","Competitor_B","Water","2.56","17.44"
"China","North","Competitor_B","Juices","2.52","24.78"
"Germany","West","Competitor_A","Water","4.84","38.85"
"USA","West","Competitor_B","Carbonated Drinks","7.04","15.96"
"India","West","Competitor_B","Water","2.61","13.54"
"China","South","Competitor_B","Water","5.36","20.85"
"Germany","South","Competitor_C","Juices","8.93","10.74"
"USA","South","Competitor_A","Water","2.46","21.93"
"USA","South","Competitor_A","Carbonated Drinks","3.72","38.8"
"India","East","Competitor_A","Juices","2.48","45.47"
"India","South","Competitor_C","Carbonated Drinks","8.01","35.94"
"Brazil","East","Competitor_A","Water","9.51","36.96"
"China","East","Competitor_C","Juices","8.81","44.23"
"Brazil","South","Competitor_A","Juices","4.22","38.89"
"China","South","Competitor_A","Carbonated Drinks","7.45","36.1"
"Brazil","North","Competitor_A","Carbonated Drinks","2.26","46.03"
"China","South","Competitor_A","Carbonated Drinks","5.97","12.1"
"USA","South","Competitor_C","Water","5.66","27.94"
"USA","East","Competitor_C","Water","4.32","39.51"
"USA","East","Competitor_C","Juices","1.58","36.32"
"Germany","East","Competitor_C","Carbonated Drinks","1.56","35.7"
"Brazil","North","Competitor_B","Water","3.06","38.6"
"USA","South","Competitor_A","Carbonated Drinks","3.09","48.37"
"China","East","Competitor_C","Juices","3.27","46.96"
"India","North","Competitor_A","Water","1.07","26.54"
"Brazil","North","Competitor_B","Water","6.12","39.51"
"India","South","Competitor_A","Water","7.22","48.27"
"Germany","West","Competitor_C","Carbonated Drinks","1.25","31.79"
"Germany","East","Competitor_C","Carbonated Drinks","7.16","39.64"
"Brazil","South","Competitor_A","Water","4.96","11.33"
"Germany","South","Competitor_B","Juices","6.16","41.64"
"India","West","Competitor_B","Water","2.93","40"
"Germany","West","Competitor_C","Water","7.19","39.93"
"Germany","West","Competitor_B","Water","9.53","41.91"
"Germany","East","Competitor_A","Carbonated Drinks","7.22","10.64"
"Germany","West","Competitor_A","Juices","1.14","25.2"
"India","North","Competitor_B","Juices","4.84","40.08"
"Brazil","West","Competitor_C","Water","8.19","26.42"
"Germany","East","Competitor_C","Carbonated Drinks","6.6","23.07"
"India","South","Competitor_C","Juices","5.75","10.71"
"Germany","South","Competitor_A","Carbonated Drinks","2.5","32.68"
"India","North","Competitor_A","Carbonated Drinks","2.04","27.78"
"USA","North","Competitor_A","Water","1.56","21.99"
"India","North","Competitor_B","Water","4.55","36.92"
"Germany","West","Competitor_A","Water","5.52","39.13"
"Germany","West","Competitor_A","Carbonated Drinks","1.57","33.5"
"China","East","Competitor_C","Water","5.95","23.21"
"China","North","Competitor_C","Water","8.91","13.62"
"India","South","Competitor_B","Carbonated Drinks","7.93","13.33"
"Germany","West","Competitor_A","Carbonated Drinks","4.89","19.49"
"Germany","West","Competitor_C","Juices","5.06","24.12"
"Germany","South","Competitor_B","Juices","3.6","44.2"
"India","North","Competitor_B","Carbonated Drinks","6.76","34.3"
"India","West","Competitor_A","Water","3.55","13.33"
"India","North","Competitor_B","Carbonated Drinks","3.76","13.9"
"USA","South","Competitor_B","Carbonated Drinks","6.22","17.41"
"Germany","West","Competitor_C","Juices","3.19","35.94"
"India","West","Competitor_C","Water","1.25","18.98"
"India","West","Competitor_C","Juices","9.58","26.26"
"Brazil","South","Competitor_C","Juices","4.91","16.5"
"Brazil","East","Competitor_C","Water","9.11","32.77"
"Germany","East","Competitor_A","Juices","9.06","49.16"
"USA","South","Competitor_B","Juices","2.78","32.04"
"India","East","Competitor_B","Juices","5.32","15.05"
"USA","South","Competitor_B","Water","4.43","10.53"
"Brazil","North","Competitor_B","Water","9.16","31.39"
"China","North","Competitor_A","Water","8.05","39.01"
"Brazil","East","Competitor_A","Water","5.43","46.03"
"Germany","South","Competitor_B","Carbonated Drinks","9.95","29.56"
"USA","North","Competitor_C","Carbonated Drinks","1.55","45.24"
"USA","East","Competitor_B","Water","2.92","34.1"
"Brazil","East","Competitor_A","Juices","6.62","26.88"
"China","East","Competitor_B","Juices","7.31","31.53"
"Germany","West","Competitor_C","Carbonated Drinks","3.36","38.13"
"USA","East","Competitor_C","Juices","6.98","41.59"
"China","West","Competitor_A","Juices","7.07","34.88"
"India","South","Competitor_A","Juices","1.2","27.86"
"India","West","Competitor_C","Juices","8.17","49.89"
"Brazil","West","Competitor_C","Carbonated Drinks","6.49","17.83"
"Germany","East","Competitor_A","Water","9.03","12.33"
"China","North","Competitor_A","Water","6.54","20.45"
"Germany","South","Competitor_C","Water","2.87","42.72"
"Brazil","South","Competitor_A","Juices","7.86","44.53"
"Germany","North","Competitor_A","Water","9.72","28.47"
"Brazil","South","Competitor_A","Water","3.28","48.38"
"USA","East","Competitor_A","Juices","4.43","18.23"
"Brazil","North","Competitor_A","Carbonated Drinks","8.67","37.19"
"USA","East","Competitor_C","Juices","2.56","40.96"
"USA","West","Competitor_C","Juices","2.39","30.45"
"China","South","Competitor_C","Carbonated Drinks","9.49","39.32"
"Germany","West","Competitor_C","Water","2.52","13.38"
"Brazil","East","Competitor_A","Juices","5.68","24.75"
"China","South","Competitor_C","Carbonated Drinks","1.6","49.01"
"Germany","East","Competitor_A","Water","4.09","11.64"
"Brazil","East","Competitor_A","Juices","9.83","12.65"
"Brazil","East","Competitor_A","Carbonated Drinks","3.83","48.05"
"Brazil","East","Competitor_A","Carbonated Drinks","2.43","32.68"
"Germany","North","Competitor_C","Water","6.34","17.23"
"India","South","Competitor_B","Carbonated Drinks","2.18","12.84"
"Germany","North","Competitor_A","Juices","3.93","39.22"
"China","West","Competitor_A","Water","1.96","25.08"
"China","North","Competitor_C","Water","7.76","20.14"
"Germany","South","Competitor_A","Juices","2.2","26.74"
"China","West","Competitor_C","Carbonated Drinks","3.37","48.32"
"USA","South","Competitor_B","Carbonated Drinks","7.83","24.84"
"India","West","Competitor_C","Water","5.19","40.93"
"Germany","West","Competitor_C","Carbonated Drinks","3.05","16.1"
"USA","South","Competitor_A","Juices","3.09","21.03"
"Brazil","West","Competitor_C","Water","8.71","13.35"
"Germany","South","Competitor_A","Carbonated Drinks","4.01","37.49"
"India","North","Competitor_B","Juices","7.24","42.73"
"Brazil","North","Competitor_A","Carbonated Drinks","7.48","28.46"
"Brazil","West","Competitor_C","Carbonated Drinks","1.75","11.85"
"China","South","Competitor_C","Carbonated Drinks","7.53","23.59"
"Germany","South","Competitor_B","Juices","6.18","47.02"
"USA","West","Competitor_B","Carbonated Drinks","6.06","46.24"
"Germany","North","Competitor_C","Carbonated Drinks","2.59","20.78"
"India","East","Competitor_B","Juices","9.04","27.61"
"USA","South","Competitor_C","Juices","6.02","32.05"
"USA","West","Competitor_C","Juices","1.56","47.64"
"India","West","Competitor_B","Water","5.74","49.01"
"India","South","Competitor_C","Carbonated Drinks","6.62","27.4"
"India","East","Competitor_B","Water","5.56","16.76"
"USA","West","Competitor_C","Carbonated Drinks","2.7","29.16"
"Brazil","West","Competitor_C","Carbonated Drinks","2.04","27.36"
"Brazil","South","Competitor_B","Water","9.48","38.81"
"Germany","East","Competitor_A","Carbonated Drinks","6.76","16.47"
"China","North","Competitor_A","Water","5.78","22.79"
"China","North","Competitor_A","Water","5.6","20.28"
"Germany","North","Competitor_C","Juices","3.53","11.67"
"USA","North","Competitor_B","Water","4.42","39.28"
"Germany","East","Competitor_A","Water","2.92","40.36"
"China","North","Competitor_B","Water","5.51","41.14"
"USA","South","Competitor_C","Juices","5.73","19.03"
"India","North","Competitor_B","Juices","4.28","25.46"
"China","West","Competitor_C","Carbonated Drinks","9.72","24.65"
"China","West","Competitor_A","Carbonated Drinks","2.6","34.11"
"China","South","Competitor_C","Juices","8.18","12.34"
"India","North","Competitor_C","Juices","7.49","24.26"
"India","South","Competitor_B","Water","9.64","22.56"
"Brazil","East","Competitor_C","Carbonated Drinks","1.32","41.57"
"China","West","Competitor_C","Water","7.87","36.33"
"Germany","South","Competitor_C","Water","7.8","40.03"
"Brazil","East","Competitor_B","Juices","6.91","14"
"India","South","Competitor_C","Juices","4.6","17.3"
"Brazil","West","Competitor_C","Juices","3.57","26.31"
"Germany","North","Competitor_C","Juices","1.96","45.85"
"Germany","South","Competitor_C","Water","3.92","27.64"
"USA","South","Competitor_A","Juices","2.11","41.45"
"India","East","Competitor_A","Water","7.12","24.12"
"Germany","East","Competitor_A","Juices","3.03","28.74"
"Germany","East","Competitor_C","Carbonated Drinks","8.98","36.48"
"Brazil","North","Competitor_A","Juices","7.44","14.92"
"India","North","Competitor_C","Water","4.29","36.65"
"USA","East","Competitor_B","Juices","4.78","16.2"
"Germany","East","Competitor_C","Juices","8.84","27.78"
"Germany","East","Competitor_B","Juices","5.5","13.08"
"China","North","Competitor_A","Carbonated Drinks","2.81","45.18"
"USA","East","Competitor_A","Water","5.03","26.88"
"USA","East","Competitor_A","Carbonated Drinks","7.93","39.24"
"Brazil","South","Competitor_C","Juices","3","38.67"
"Brazil","South","Competitor_B","Carbonated Drinks","9.32","39.07"
"China","South","Competitor_A","Juices","8.48","26.15"
"Germany","North","Competitor_C","Water","2.51","39.22"
"USA","South","Competitor_C","Carbonated Drinks","6.78","12.84"
"USA","North","Competitor_C","Juices","5.98","36.53"
"India","East","Competitor_B","Carbonated Drinks","8.27","26.12"
"Brazil","North","Competitor_C","Water","4.46","28.17"
"India","North","Competitor_A","Juices","1.66","19.47"
"USA","North","Competitor_A","Water","6.65","48.34"
"China","East","Competitor_B","Juices","2.85","27.34"
"India","West","Competitor_B","Water","3.11","33.23"
"USA","North","Competitor_B","Carbonated Drinks","6.37","11.66"
"USA","South","Competitor_B","Carbonated Drinks","6.57","40.63"
"Brazil","North","Competitor_A","Carbonated Drinks","2.89","41.06"
"Brazil","East","Competitor_A","Water","9.28","34.62"
"USA","West","Competitor_B","Water","4.63","42.55"
"China","West","Competitor_A","Juices","4.76","20.09"
"India","West","Competitor_B","Juices","8.62","24.4"
"India","East","Competitor_A","Carbonated Drinks","5.9","21.51"
"USA","West","Competitor_A","Carbonated Drinks","8.92","20.14"
"Germany","West","Competitor_B","Water","1.45","47.71"
"USA","West","Competitor_C","Juices","7.55","30.23"
"Germany","West","Competitor_A","Water","7.45","44.59"
"China","South","Competitor_B","Water","2.9","24"
"Germany","South","Competitor_B","Water","8.61","48.97"
"USA","East","Competitor_A","Water","5.08","25.26"
"Germany","South","Competitor_B","Juices","4.51","12.73"
"USA","East","Competitor_C","Juices","1.75","32.68"
"Germany","South","Competitor_A","Juices","2.53","38.75"
"Brazil","South","Competitor_B","Juices","8.72","33.03"
"Germany","East","Competitor_B","Water","6.85","46.8"
"India","East","Competitor_C","Carbonated Drinks","9.04","40.42"
"China","South","Competitor_B","Carbonated Drinks","1.39","32.6"
"China","West","Competitor_B","Carbonated Drinks","8.63","48.87"
"Brazil","North","Competitor_A","Juices","8.96","40.54"
"Brazil","East","Competitor_A","Carbonated Drinks","6.76","40.44"
"USA","North","Competitor_C","Water","4.82","33.29"
"Germany","South","Competitor_B","Juices","1.86","46.26"
"USA","South","Competitor_A","Juices","4.6","42.29"
"China","East","Competitor_C","Carbonated Drinks","5.53","21.45"
"Germany","North","Competitor_A","Carbonated Drinks","4.07","28.7"
"China","West","Competitor_B","Juices","4.91","19.72"
"Brazil","East","Competitor_B","Juices","1.92","30.06"
"India","North","Competitor_A","Carbonated Drinks","7.85","33.61"
"India","West","Competitor_C","Water","3.5","13.54"
"USA","West","Competitor_B","Juices","9.26","14.77"
"China","North","Competitor_B","Carbonated Drinks","3.77","27.44"
"India","West","Competitor_C","Carbonated Drinks","7.38","47.26"
"India","West","Competitor_C","Carbonated Drinks","9.54","46.21"
"China","North","Competitor_C","Carbonated Drinks","2.7","10.78"
"India","South","Competitor_B","Water","5.51","10.86"
"USA","West","Competitor_B","Carbonated Drinks","3.18","20.11"
"USA","North","Competitor_C","Carbonated Drinks","5.18","48.4"
"India","East","Competitor_B","Juices","3.68","47.03"
"USA","North","Competitor_A","Juices","9.71","16.74"
"USA","North","Competitor_C","Carbonated Drinks","8.34","10.52"
"China","North","Competitor_B","Water","9.38","47.51"
"Germany","North","Competitor_A","Carbonated Drinks","4.15","25.6"
"USA","East","Competitor_A","Juices","9.5","22.77"
"Brazil","West","Competitor_C","Juices","8.65","32.21"
"Brazil","West","Competitor_A","Juices","8.59","27.75"
"Brazil","West","Competitor_A","Water","6.69","35.59"
"China","South","Competitor_A","Carbonated Drinks","6.93","10.32"
"China","East","Competitor_B","Water","7.92","27.52"
"USA","West","Competitor_B","Carbonated Drinks","5.1","37.64"
"Brazil","East","Competitor_B","Carbonated Drinks","5.72","44.97"
"Germany","North","Competitor_A","Juices","5.06","10.41"
"India","West","Competitor_C","Water","8.04","21.85"
"China","East","Competitor_C","Juices","8.59","31.76"
"Brazil","North","Competitor_B","Juices","8.38","35.86"
"USA","South","Competitor_B","Juices","6.1","48.33"
"India","South","Competitor_C","Carbonated Drinks","4.81","38.67"
"USA","East","Competitor_B","Water","1.26","23.62"
"China","North","Competitor_C","Carbonated Drinks","6.16","32.67"
"Germany","East","Competitor_B","Carbonated Drinks","8.88","20.38"
"India","North","Competitor_A","Juices","7.55","23.32"
